Column1,Column2
O00330,Q9BQY4
Q9UHB7,Q9HAW4
Q156A1,Q8NDH2
Q9H2G2,P02728
Q96GJ1,Q8NFP9
Q9UBW7,Q9Y6Y0
P62266,P55263
Q7L622,Q502W6
P29466,P55273
Q9Y3Q0,P14770
Q9UQE7,O75131
O14841,O14757
O14986,Q96ED9
P30622,Q9H6S1
Q8IXI2,P12111
O75439,O75807
P43005,P01138
Q9HCU8,Q4VNC1
O15264,O15350
Q8WYA1,Q9Y5F8
Q16665,Q9NRG1
Q8N9M5,P16152
Q9C0E2,P01375
Q9NUB1,O75683
Q9P241,Q92904
P23396,Q6UXH9
Q9UBN7,Q5T5J6
Q9NRJ4,Q5UIP0
Q86X83,P52306
O75030,Q6IMI6
Q5TA77,Q9P2M1
O75444,Q8NBQ5
Q9H8M5,Q96J65
P82279,O95256
Q8IU60,Q6PJG9
P23470,O75886
P48509,Q14865
P01903,O14618
Q9UI09,Q9UQE7
Q16589,Q6ZUT9
Q9Y275,O60674
Q9H3Y6,P07602
Q13111,P06681
P24592,Q8IWV8
P50453,Q9BZ68
Q9UNM6,Q7Z6K1
Q9NVX2,P25067
Q02790,Q9H816
O75626,P20265
Q9Y6Y9,Q86UP8
P08637,P23526
Q9H832,P37088
Q96FJ0,Q9BR26
P46940,Q9P0J1
P47985,P13639
P07998,P16234
P16070,Q9BSJ2
O60229,Q96BH1
Q96BH3,Q14442
Q7L5N1,Q01415
Q9BVI0,Q14139
Q13591,P52790
Q8NBJ9,Q8WVK2
Q9NRD8,Q92904
Q14683,Q9HAR2
P08572,Q8NDA2
P48167,Q9BTX7
P49763,O76021
P46100,Q9P2X0
Q96CS4,Q8N442
Q02241,P49750
P10253,P63267
O00311,O75094
Q9H336,Q8IVH4
P35609,P49959
Q8N8W4,P22304
Q15691,Q14166
O15344,Q53EU6
Q5VWG9,Q96EF0
Q9ULB1,Q9P2W9
P54132,Q8WZ19
O95248,Q9Y2P5
Q00537,Q96KB5
A0A087X179,Q96HR3
O43314,A8MTI9
O95259,P38159
Q99569,Q16515
P51530,Q9H9C1
P35900,Q9BQQ3
Q86WA6,Q6R327
P02748,P26006
Q03405,Q12769
P08758,Q15006
Q9P0L2,Q8N0X4
Q5TGY3,Q9UBL3
Q13123,Q15772
P43686,Q8IYM1
Q86Y07,Q9Y3R0
P0DPH7,Q96BT7
O95834,Q99638
Q9BW71,Q3ZCT8
Q9NRZ9,Q8NFA0
P13489,Q9BZS1
Q14008,O00763
Q9UNW1,Q9H788
Q5JSH3,Q7RTW8
Q15542,Q9HD26
P01584,Q5H8A4
O95166,Q9Y2G0
Q03188,Q9NWV8
P51451,Q9P2W9
Q8N371,Q9UBF1
Q7Z3J3,Q9NZN3
Q9H2C0,O15321
Q9Y573,P57682
P09693,Q14197
P15514,Q96PU4
Q9UQR0,Q9H8M5
O43889,Q70CQ2
Q06203,O43491
Q9UNP4,P48546
Q96N67,Q8WV16
P05121,Q6ZR08
Q8TC12,P08236
P51160,Q9UI08
Q14919,P22891
Q6P3W7,O43572
P46093,Q08999
Q9H4B6,P47869
Q96T51,Q13563
Q15078,P02774
P00558,Q13873
P24593,P49459
Q86WI1,P23443
P18074,Q9P032
Q8N5S9,Q8IW41
O15400,Q16650
P00813,Q8WTS6
Q8NE22,Q9H257
Q9BX79,O14788
Q9BYE7,Q16778
P61812,Q3B8N5
Q96GG9,O14744
P17787,P24752
O15060,P20592
Q9Y2Y9,Q13459
Q7Z4G1,Q99972
P09093,P05113
Q9BUL9,Q92613
Q8IYT8,Q9UI47
Q86UE4,Q14139
P51808,Q15751
Q3T8J9,Q58EX2
Q96LQ0,Q9NRF9
Q14517,Q13347
Q6NUQ1,Q9Y692
O60220,P23769
P28340,O60231
P27361,Q92628
Q8N4U5,Q9P241
O94832,Q8IZL8
P18146,O75940
O15259,Q14739
Q8IWZ3,Q14137
P09917,Q92828
O75469,P39900
Q9NQB0,Q13630
Q9Y5E7,Q99518
P51689,Q7Z6A9
P30305,P50991
Q01973,P51965
Q9P241,O95059
Q9H5V7,P13489
P51532,A6NKT7
Q9H211,Q9NZV8
P08922,P35568
P43405,Q12967
Q9BST9,P31942
Q9Y2D5,Q9P2R7
Q8NE09,P48167
Q16181,P61970
Q96EP0,P61225
Q9P1W9,Q9NR50
Q3KNV8,Q8NHM5
Q15438,P37275
Q9BXF6,Q99767
Q9NWX5,O75061
Q14106,Q13823
Q9UHR5,P67775
P27338,Q9HB71
Q6S5L8,Q6ZR08
Q9UKK9,P28062
P25092,O43570
Q7Z6K1,Q92819
Q8NHY5,P57075
Q9BZ19,Q9NVC6
P41212,P09958
Q9HBK9,P54257
Q96GY3,Q9GZX6
Q99469,Q15131
Q15438,Q92499
Q8WVD3,Q09472
Q16254,Q15750
P10600,O60894
Q9Y2C9,P78337
Q9H1J1,Q9UBL6
Q5MIZ7,P05091
Q9UM07,O43508
P29475,Q9H160
P68106,P18846
Q9Y2T3,Q15131
Q8IWZ8,P49589
Q99714,Q99728
Q8N5Y2,P09429
Q8IXQ5,O15211
Q9NZQ3,P13747
Q9H9E1,Q96KN7
Q9Y4E8,Q9BTX7
P21452,P26196
Q05923,Q15393
P78552,P40198
P50150,P18545
Q9UHD1,P15923
P23297,P28074
Q9BZQ4,Q9Y3B2
Q9NY65,Q13444
Q16595,Q99666
P22760,Q7RTY8
P56556,Q9BXP5
P41134,Q96QT6
Q9UHQ4,Q8N3P4
P20273,Q15628
Q99832,P24534
Q86UP8,P08100
O43427,Q8N143
Q6IA69,P62324
Q6UX41,Q9Y2K9
P34741,O43280
Q9UJV3,P48736
P22794,Q96RY7
Q9H7Z6,P35372
P10147,P14678
Q13428,Q9BQT9
Q02223,Q9Y6J0
P46821,O15143
Q9Y4E8,O75936
Q15329,P49419
O43189,O75629
Q9H903,O75381
O43847,Q9Y4W6
O14662,Q6URK8
P01019,Q9HCK4
Q9Y6N8,P30307
Q15811,Q8NAB2
Q6P1M0,Q9Y5X1
Q9H4B7,Q6ZTQ3
Q9H269,Q9UBI1
O60313,P22681
Q07866,Q15031
Q6P1M3,Q6SZW1
P49336,Q8IZH2
Q8IVV2,Q5T2T1
O43508,Q8N5F7
Q9UQ84,Q8NE62
Q9P2I0,O14773
Q8NFH8,P37198
P69905,P04229
P17544,O00391
P32302,Q9H9H4
P10600,Q9BUW7
Q9GZU7,Q14185
Q9NRA1,Q8N159
Q96QH2,Q96JF0
O75376,P68366
Q9UI12,Q14108
Q2TAY7,Q7RTY7
Q8TCT9,Q6XYQ8
P53621,Q13232
P01133,P19320
P27487,O00219
Q8N1I0,Q99666
Q9H9K5,Q9NWT6
P35125,Q8N3F8
O15488,P10912
Q8TBA6,O14933
O15455,O43683
P53567,P48645
O15553,P30038
P49005,O95620
Q9UIB8,Q9GZU7
Q8NAT1,Q13569
Q5MJ70,O00327
Q9Y2D0,P30511
O75648,Q86WI1
Q8IY18,Q9UPU9
Q9NZC7,P00519
P24390,O14579
Q9GZY0,Q92838
P17706,Q7RTM1
P46087,Q9HBE1
Q96J02,Q13017
P17540,P81408
P40145,O95999
Q96G27,Q9NS39
P54760,Q15155
Q96GD3,P09848
P61086,P00505
Q9H2X0,Q14206
Q9H0H5,Q9NVP4
O15131,P05549
A3KMH1,Q9BQ83
P22304,P21452
Q03014,Q92834
Q8NE01,P55916
Q14653,P15144
O43516,P48200
Q96MW5,O95390
P57729,Q8WXG9
P13760,P22736
Q13009,P46926
O95302,Q8WYJ6
P68363,P35250
Q08334,P32019
Q05469,Q96Q42
P00488,O95232
P46093,Q15382
P78509,Q969W9
P62750,Q9BUL9
P01588,Q5T3J3
Q53EL9,Q86SF2
P14317,Q9BYV2
P02768,Q00796
Q8TBA6,A8MTI9
P09914,Q00597
Q8TAM1,P16403
Q6UWM5,Q96DN5
P01344,Q9NV79
O15553,Q6UXL0
Q9Y6J0,Q9BVG8
O15492,O00170
Q92575,P50539
Q8N2H3,P25025
Q63ZY3,Q13868
P54855,O75663
P54277,Q05516
Q14117,Q13087
Q6WCQ1,Q96CD0
Q9NQC3,P14927
Q96FI4,Q13332
P40200,P42766
Q9Y5K1,P22459
P51170,Q9BPW8
P33552,Q9UBY9
P57071,Q96EK6
Q9UNA3,P63215
P0DJD8,P19801
Q9P0L0,Q9Y692
Q9H1A3,O95497
P16066,Q6N069
Q9UHV9,Q49AM1
Q9NXS3,P02511
P49354,Q01968
Q9UQN3,Q8TD46
Q96A56,O75185
Q86UT5,Q6IE81
Q96AY2,P62805
Q14CW9,Q9UQC2
P04180,P10646
O60762,Q6S5L8
P04141,Q6P9B9
Q5S007,Q96A44
Q9UDR5,Q7RTY5
O60516,P16284
Q6ZMR3,Q5VT25
O43482,Q71SY5
Q13061,P22059
Q8TD30,Q2M2H8
Q96SB3,O76081
Q9H0E3,P09972
Q9NS37,Q8IY22
Q6AI08,P02790
P46695,Q5VTB9
Q96GX1,Q4KMG0
P51677,P24522
P27448,P46782
Q13885,Q6P5S2
Q15139,Q9UNE0
Q14694,O15455
O14986,Q9UQB8
O43482,P60201
P54296,P16284
Q9BV73,O95373
Q32MH5,P07477
Q9UID3,O60508
O00408,Q6N069
Q8WVZ9,P15260
A8K2U0,P20810
P56178,Q9HC52
O43474,O00442
Q14149,Q9UHK0
Q9Y6E2,P32780
Q5UAW9,P22234
Q15544,Q96L92
O15519,Q8N1F7
Q15034,Q9BSV6
Q9H422,Q8NEV8
Q92539,Q8IW41
O15297,O14593
O43164,Q96JD6
P14927,Q9Y227
O96011,Q13009
O00308,Q12983
Q12866,Q9BWF2
Q92968,P04141
O75182,P20265
Q9P0J0,Q14568
Q9UPT9,Q96BH1
Q8NDV3,A4FU69
Q9BXP5,P35568
O14910,Q16537
P49589,A6NFY4
P20700,Q8N108
O14613,Q5T4S7
Q8NEM2,O43586
O75376,Q5VSY0
Q6P1J9,P08514
P15056,P08138
Q9P2S6,Q13136
Q9NR09,Q9BSU1
P40938,P41143
Q8WV41,Q13596
P51531,Q8IYT2
Q8NFH3,Q4VNC0
Q14183,P34741
Q9UJT2,P27797
P01111,P19438
O96013,Q9NZP8
P43686,Q9BXW9
Q9NPI6,Q15583
P51608,Q9Y5T5
Q92831,Q96C03
Q92900,Q9H7D0
Q8N5M1,O00628
O75976,Q9HB40
O60239,Q6IE37
Q96LC9,Q9Y580
P17174,Q6PI73
Q70JA7,Q13277
O43847,P21579
Q16515,Q9UHV7
Q9Y2W2,Q9H845
Q96MW5,Q9Y5X1
P11474,P10747
P31751,O15143
Q8NFQ5,O43242
Q16629,Q4VX76
O14662,Q9UKC9
Q8N3Y1,Q16576
O95498,Q9NSN8
Q6V1X1,Q8N568
Q9H9C1,Q969R5
Q01543,P05549
P57078,Q9H4G0
Q9UIF7,P57105
Q96J84,Q6RFH5
Q96LD8,P04406
Q86VS8,P32418
Q9BQF6,Q15569
Q9H2F5,O75475
Q9BZ95,Q8TF40
Q8TCY5,Q9BS92
Q9Y5S2,Q96PF2
Q9H7M6,P54278
Q8IWZ6,A8MYV0
Q9Y3E2,O94991
P41279,P52306
Q9NQ29,Q92878
Q00537,Q5RKV6
Q13523,O43929
P55210,Q6EKJ0
P27540,Q09666
Q9H2X6,Q86UX6
P00533,Q8NI60
Q14839,P06870
P28066,P49748
P78348,Q01201
P08700,Q96HT8
Q5T1R4,P13984
Q969M7,Q99958
P01834,P60033
Q13237,P16435
Q7L211,Q9H324
Q9UNW1,Q96PB7
P47985,Q99952
Q14626,Q9UK45
Q9BXM7,P11166
P30279,Q8N3I7
Q9BY84,O95671
Q9BSM1,Q96J92
A6NLU0,Q13427
P00751,Q8ND76
Q96FB5,Q9H307
O94906,P43320
Q14135,O43290
O00410,Q96LD1
Q7Z569,Q8WVZ9
P09629,Q9UPX8
Q12931,O14907
Q13291,Q14011
A0AUZ9,Q96A65
P23142,P51857
Q9Y5Z7,Q01892
Q9H8M5,P35590
Q99624,Q9NYJ8
P0C866,Q15853
P15391,P57796
Q53S33,Q9UPR0
Q2T9J0,Q8NER1
O60869,Q9BT78
P10909,Q9UQL6
Q8NCW5,P51825
Q12788,Q9UMX0
O75955,P31321
P53618,A8MW92
Q9NR64,O15123
Q06787,P16410
O00585,Q15257
Q9NR45,Q9NRA8
Q9NXC2,Q93062
Q9Y6X3,Q9BW61
Q96A72,Q9NTX5
Q9H1Y0,Q86UQ4
P60660,Q8IYT8
Q9NZC9,P10071
Q9NPJ6,O75506
Q8WZ64,O94817
Q8N3Z0,P14635
P15170,Q96KR7
Q9H0Y0,P14618
O14746,Q08426
Q6ZW61,Q9C0C7
O94898,P11473
Q9UBV8,P98155
Q07817,Q9Y375
Q15717,Q16478
P0C0L4,O60885
O75150,Q9BYM8
Q8NI22,Q16739
O75339,Q15326
P14210,Q92989
Q96LD1,P50453
Q9UH99,P01009
Q9Y3F4,P18146
O14641,Q9ULZ2
P10071,P48448
Q5SW96,P0DSE1
Q9BZ67,Q8NCW5
P22301,Q9H444
Q96S55,Q13347
Q9BXB1,Q9UHB4
P05362,Q5T1C6
P57682,P57737
Q15475,Q07021
Q709C8,O60241
P28827,P22303
P84996,Q9Y2F5
Q8N7B1,Q06210
P29460,Q8WTR2
Q9NRD5,O60282
Q8WWN9,P21810
P20594,Q5FYA8
Q9Y646,P13805
Q99598,Q12972
Q8TE68,P55291
Q86VD1,P98198
Q8N5I2,P43364
Q14195,P17096
Q14943,Q9NS69
O95342,Q6NXR4
Q5JS13,Q6UB99
Q9NR28,P98164
Q8TCY5,Q2WGJ9
Q6ZUT9,O43707
Q00688,Q8IY82
Q9UIG0,Q9Y6X2
Q5T124,P51841
Q13404,P20339
Q8WVC0,Q92599
Q9UHB7,P78406
P32019,Q7L190
Q12967,P06239
Q8NI77,Q99504
Q14147,Q9P0K7
Q9BXS5,Q9HAP2
Q96SZ6,Q9Y597
Q8N442,Q6PIZ9
P43304,Q15035
Q8IY82,Q9NY93
P16278,O15056
P15056,O95639
Q9UJY4,Q2VIR3
Q9C005,Q96K78
Q8WWY3,Q96FJ2
Q13451,Q00613
O96018,P16471
Q15418,Q9NRD1
Q5TKA1,Q53GS7
Q969Q1,Q8IYF3
Q15048,Q9Y5S2
P56282,Q12933
P10644,Q16665
Q9UDY2,O95197
P28335,O60469
Q9UI12,Q15437
Q96ED9,Q9Y2D1
Q9H6E5,Q86Z14
Q13131,P51965
Q9Y2X0,O95219
Q13564,P48645
Q8NFY4,Q9P0J1
Q9UK17,Q15166
P35250,P41240
Q96FZ7,Q7Z2Y8
Q68E01,P14373
O43303,Q9UPR0
Q08AH3,Q9NWB6
Q96IZ0,Q13501
O14958,Q2NKX8
Q5JST6,Q7RTU9
Q96DE5,Q8IW19
P61978,Q12770
Q13126,P42285
Q8TD16,P42858
P49137,P57060
O15550,A0A087X179
Q8WXA9,Q9P2D7
Q8NE22,Q96RN5
Q8N5F7,O15040
Q9Y2S7,Q9NP64
Q8IZJ6,Q08380
Q14254,Q9UJS0
Q9NRW1,O14793
O15259,P06454
P48960,Q8NAT1
Q9UNA3,O00471
Q12974,P09564
Q8WXJ9,Q8WYP5
Q13884,Q86YM7
O00401,P27694
Q68DY9,P06576
Q04912,A8K0Z3
P19801,Q92878
A8MT69,Q8NHQ8
P78552,Q8NCM8
Q7Z304,P09488
Q8WV16,P21860
Q9Y2U8,O60296
P52948,O60641
Q13018,Q6P1L5
P30038,Q96A65
O60341,P52945
Q5VYS4,P55210
A6NM28,P36537
Q9H3P2,Q16401
P61073,Q8IWV8
Q86VQ0,Q16831
P48960,Q00577
Q9H6R4,Q9Y2Y4
Q9UHD2,Q92736
Q14161,O95198
Q9HBI1,P10914
O95639,O43149
P16435,Q9HCU8
Q9UQ35,Q9BZL4
Q12931,Q9BXL5
P09564,Q9UI12
Q7Z419,P08648
Q9Y333,P82979
P56192,Q00610
Q9NZJ6,P42684
Q96JN0,Q14442
Q9UJV9,Q9BT67
Q5S007,O60683
Q9H6Q3,P03951
Q9Y5J7,P62913
O95340,Q6SPF0
P63165,P55769
Q70CQ1,P18054
Q9H081,Q9BY84
Q14183,P0C0E4
Q9Y5J9,Q15075
Q92629,P22303
Q96JM7,Q9NZP8
Q75N03,Q9Y2Y0
Q96SB8,Q9HC29
Q13588,Q92870
P62879,P11597
Q09328,O43422
Q9Y2Y9,Q5H9S7
P61962,Q6ZV29
Q86V20,Q14190
Q02809,Q99627
P14555,Q9H4H8
Q9UEW8,Q15388
Q9Y2W7,P81408
Q13895,Q8N371
P17706,Q8NAB2
P54793,Q92626
Q16394,Q9UI33
Q9H981,Q9UJT9
Q9BYZ6,Q8TB52
Q9NVI1,Q8TD08
P07737,P23378
Q9NTK5,Q8NCN5
Q9Y6B7,Q15696
P49765,P63220
O75663,O14788
Q5UIP0,Q6NUM9
Q9UJA3,Q02156
P06737,Q13439
P07947,Q9Y535
P21728,P08218
P16152,P06756
Q9UBN7,Q9GZL7
Q16288,P25025
Q01538,Q9NS61
O75385,P01308
Q8WXX0,Q6P1J6
Q8TEW0,P15509
P34932,Q9BRG2
Q14833,Q9UJM3
P27918,O14757
P21817,Q9BXL7
Q03518,P36957
Q8IZD4,Q14188
Q53GS7,Q9H633
Q12884,P22681
Q13291,O14737
Q7L0Q8,Q9UPX8
Q96MH2,P25874
P06400,Q6GTS8
P35626,O43776
Q15475,Q96SN8
Q92974,O60762
Q14749,O94762
Q96SB8,Q92575
A6NKD9,Q01954
Q13424,Q9Y239
Q8TCB0,Q96MU8
P08603,O43290
P02760,Q9Y217
Q8TBH0,O15126
O75891,P43250
Q8NHY6,Q9HCL2
Q8N142,P20265
P15884,Q15811
O43301,Q9Y6W8
Q99732,Q9NWQ8
P23769,O94927
Q8IX04,P16389
Q96IT1,P05387
O00716,Q9P212
Q8NHQ8,Q9Y4P1
Q96MX6,Q14865
O75396,Q13033
P29083,Q9P0R6
P62249,O00257
Q96PQ7,Q96CD0
Q96S44,Q96D46
Q8IWZ6,B6SEH9
Q6PIU2,Q6IPU0
Q9UBT6,Q13523
Q8WV24,Q9Y5T5
P50453,Q53H76
Q8N6T0,Q8N3Y1
Q96T37,O43665
Q05513,Q06190
P24903,P52746
Q9BVW5,Q16630
Q96HY6,P49961
P27930,P62917
Q15906,Q9NXR1
Q8IZS8,Q5T6X5
Q92945,Q9BV23
Q13367,Q9UGK8
Q05BV3,Q6V0I7
Q9HBI1,Q5HYM0
P27658,Q9P000
Q13137,P35658
Q9H2G2,P25789
Q9UHB6,P27708
Q16739,Q92844
Q12968,Q9Y3E7
P51153,Q9H161
P15924,P52198
P11166,Q00059
Q96EZ8,Q9Y4J8
Q6ZMR5,P62266
A6PVS8,Q7RTM1
P51553,Q9HB21
P78556,Q13310
P60903,Q13630
O75400,Q9BX66
Q13183,Q9NNX6
O60481,Q8WYK2
Q969T4,P09651
O14976,Q14689
P39023,Q9Y2X0
Q8N7B1,Q9Y4R8
P53634,Q9Y5G5
Q4G0J3,Q8NHY6
Q5T7V8,Q9NY27
Q9UHV8,Q969G2
O00213,P20908
O43395,Q6PIU2
Q99996,P42858
Q68D06,Q9BQB4
Q8N3U4,P57775
P52435,O75665
P07602,O95544
Q9UGP5,O15031
Q6R2W3,P30679
Q86TW2,P52209
P61081,Q9Y2W1
Q9BX70,O95620
Q08209,Q15788
O43586,Q9HBX8
Q15555,Q9UKV3
Q96FB5,O96013
P05129,Q9BYD9
Q15413,P15407
Q8N5S9,P51668
Q6MZQ0,Q9Y613
O15091,O95619
O14920,Q14512
P35914,O15525
Q96BJ8,P49767
O00308,Q8IVU3
O43823,Q7Z2K6
O94817,Q9H0E3
P15121,P55039
Q96RS0,Q96HR8
Q9NX24,P49736
Q9H267,P38919
Q8NFH3,P50281
Q9NV58,P28562
P24386,P62166
P22234,Q5UIP0
O60423,P13667
Q5VZL5,Q14807
Q8TAF3,Q06203
Q99767,Q9Y6M1
O75618,Q9H2V7
Q149N8,O00628
P17542,O15399
Q712K3,Q9NSA3
O15550,P55789
Q96EK4,P24752
Q92620,P08311
O75460,Q6NZY7
Q5T1H1,P08151
Q00839,Q9NVC6
P16234,O75122
Q9BQ69,O15484
Q00978,Q6VVX0
P52757,Q12913
Q96D31,Q6UWM7
P14136,Q8TD84
Q9UKV8,Q6UWF7
Q8WVM8,Q9UBQ0
Q08397,Q9GZR7
P40938,P30874
P60510,Q9UHG3
P10588,P52209
P19022,O43566
Q5SZK8,Q86U38
P61587,Q9BQI6
Q9BQ67,O00512
Q96KQ7,O43439
Q2MKA7,Q9UHR5
Q9Y2G0,P62308
P81408,O94905
Q53TS8,Q86YT6
Q99958,Q16322
Q14135,O76021
Q9NYY3,Q99487
Q9H9Q4,Q13216
Q68CR1,Q9NXR1
Q9HCH3,Q9BYI3
P18545,Q9Y2Y9
Q5JRX3,Q7L9L4
Q9BSJ2,P00451
Q99618,Q9H3G5
Q9UHK0,P43034
Q9BXC9,Q7Z628
Q99836,Q6P179
O15160,O75390
Q12882,O14737
Q15637,P36894
P52824,Q96DN0
O43157,Q8NBH2
Q15637,Q9H3W5
P43246,Q99748
Q8NHY6,Q9HAV5
Q14566,Q8NAC3
Q96DN0,P54136
P04179,P13232
P30305,O75494
P31943,Q96M20
Q5XUX1,Q9NZC9
P62328,Q96DN0
Q96PB1,Q9UKX7
P00451,Q16543
Q86UQ4,P03951
P42695,P17655
P60033,Q96EY1
P28070,Q9H7F0
O95302,P14210
Q9UP65,Q8IZJ6
O00468,P48169
Q96I34,Q6UXX5
Q9H9B1,Q0VDF9
P47224,Q05066
Q9Y3C5,P07204
Q8N3J2,Q9UDY2
O15160,O15041
Q8TEK3,Q96A44
Q149N8,P27815
P63000,Q9NQC3
Q9ULK4,P39059
Q156A1,Q7Z3J2
P09769,P00748
O96018,P11912
Q15031,Q8NBP0
Q8WVM0,Q8N5V2
Q86WB0,P06850
Q6P3W7,Q9HAH7
Q96D31,O95302
O14617,P43405
Q5VTL8,P50552
Q9Y2F5,Q7RTX0
Q99816,Q6Q4G3
O00165,Q9Y3B2
Q13155,Q9H633
Q9P253,Q8TDU9
Q12934,P08247
Q92887,O43252
P25788,Q9UBY0
O95278,O60684
Q674X7,Q96CW1
P35475,Q9UBC2
Q6GTS8,Q9HBZ2
Q9NUB1,Q96KV6
Q9Y2K6,Q9NV88
P01834,Q8IU60
Q92887,P48039
P50990,Q9BW91
Q14012,P03950
P50150,Q05655
P11441,O76021
Q9Y5Y6,P51692
Q9UH90,P28161
Q86V87,O15198
P26951,P62312
Q9BXK1,P34932
Q8N488,P19440
P01241,P13498
Q86XT4,Q96HN2
Q8N807,O14867
Q9UBC2,Q9Y2V3
P08240,Q8TCU5
Q08426,Q8TDG4
P40937,P43155
P62318,Q12874
O95025,P35052
O14508,Q9Y6E2
Q75N03,Q9UDY2
Q96C03,Q9GZQ8
P42766,Q1W6H9
P16333,P17676
P62508,Q9UKL4
Q8TBN0,Q8NI17
Q9H175,O14770
Q9P0L0,P42229
P42224,Q9UK53
Q9NT62,Q9H9V9
Q9H1D9,Q9C0C4
O00213,Q14839
Q15768,Q9BZ68
Q9H4A4,Q7Z569
Q8WZ64,Q96M20
O43865,Q96HY7
Q9NQZ5,P48169
O95342,O75592
Q6N021,O95336
Q9H3M7,P33032
Q9P0P0,Q13797
P03956,Q9UKJ1
Q99797,Q9H6D7
Q5MNZ9,Q8TD19
Q8IX07,Q9H5J8
Q8WTR2,Q8ND04
Q9UGK3,Q6P2E9
O60356,Q9UM73
Q15291,Q13155
P01034,Q15024
P28676,Q06547
O43353,Q9H9A6
Q16853,Q99966
P42766,Q8N5I2
Q14190,Q9H9F9
P40394,Q71SY5
Q8TE73,P13725
O15392,O43150
P08922,Q9NZC7
Q9C0J8,O15457
Q9UKV8,Q9HAW0
O15160,Q53TQ3
Q11201,Q96CV9
O95757,Q05193
Q7Z6Z6,Q6AI08
Q86Y82,Q99689
Q6IPX1,P35241
Q9Y3U8,Q8TCX1
Q9GZU7,Q92608
Q6MZP7,Q9H444
Q9P2R3,P53667
Q9NRY2,Q9BZL6
Q9NRH3,Q02763
Q969T4,O75558
Q6ZMW3,Q92966
Q6ZRV2,Q92499
Q9BRG1,Q9BYG4
Q0VAA2,Q9NZJ4
P40200,P43403
Q9UKJ1,Q09019
Q9H0B6,P78406
P62304,Q9UF33
Q96KQ7,Q9BUN8
Q99819,Q07666
O75054,Q9UBF6
P20073,Q99719
O95931,Q15035
Q01105,O60641
O60671,P08195
Q8IUX4,Q9NPJ8
Q8WTS1,P54578
Q6ZTR5,Q86T82
Q9UQK1,O95503
P62330,Q14563
A2A3N6,P49321
Q16515,P09923
Q15582,Q5UIP0
Q9P0J1,O94955
Q8WUM0,P39905
P07814,Q86YT6
P51659,Q9UBF1
Q9NXX6,Q92466
Q92859,Q6P1N0
Q5JS13,O14948
O94953,Q9Y345
Q8N9V7,P61289
P09619,P33261
P15260,Q96F81
Q9BUL9,Q15007
Q96JM7,Q12851
Q86V20,P61764
P63151,Q9UGI8
P61978,P48546
Q9UL33,P45880
Q86V87,P0DN25
Q14957,P40238
Q14141,P04628
Q96EI5,Q8NI35
Q9ULK4,Q9H4B6
Q9H4M9,Q86V87
Q16613,Q9UBK5
Q6GTX8,Q14137
Q9Y4H4,O14836
Q5TCZ1,Q9BXP5
Q75N03,P53805
Q9UID3,O75840
P14317,Q9HCN6
Q9ULZ3,O95218
Q6Q759,Q5MNZ6
Q99732,A8MT19
P15153,P28340
Q6ZN18,Q10469
P68104,O95218
O15144,Q7L190
Q96ED9,P46940
P18545,Q9P225
P46736,Q86U06
Q9Y5K6,O94923
O43463,Q8N371
P30520,Q9UJX4
Q9UPZ3,Q13105
Q9H9V9,P35638
Q9Y2S7,Q9H4E7
P05107,O15466
P48023,P40933
Q9NR21,Q96AG3
Q9BWF2,O14519
P26842,Q9BXL8
O60645,O95232
Q15323,O75154
P25963,P51610
Q8NDH2,Q5HYK7
Q969N2,P62942
Q9C0J1,P51116
Q9NVV4,Q96Q05
P24468,Q7Z5M5
Q9Y679,P01009
Q13523,P49821
P02730,Q3ZCQ8
Q15646,Q9UQQ2
P98077,P29350
Q9BVW5,Q8WZA2
P53041,P61604
Q05469,P51671
O95967,P01583
P35398,Q92608
O14657,P29508
Q9HBA9,Q07955
P30039,Q8IYK4
P26373,P35226
Q9GZZ9,P13861
Q92874,P01730
P19237,P57103
P17252,Q6GPH4
Q14831,O95460
P08700,Q9H5J8
P41743,Q15650
P08476,P01215
P62736,P54136
O95471,P0CG30
O75061,O00370
Q12816,P49721
Q13114,O43143
Q08426,Q9BYP7
Q9UBQ7,Q16543
Q9UBC3,P17936
Q01804,Q92574
Q9UNS2,Q8NHL6
Q16533,P61371
Q14627,Q6R2W3
Q15375,Q01105
Q6PI98,P21741
O60282,A8MW92
P00740,Q9BZ29
Q9NVP4,P04141
P04150,P15941
Q86WI1,Q8N309
P15090,P63211
P35243,P14598
O43292,O75800
P57729,P0DJD0
O43464,Q13330
Q676U5,Q8N2Z9
Q9UBY0,Q6ZRV2
Q9Y3F4,O15212
Q9P0U4,P12830
Q9UHC6,P04179
Q92541,Q96HC4
Q9NX70,P11177
P51816,P0DJD8
P50750,O60921
Q92945,P09471
Q86WI1,O14640
Q9Y576,Q96JB2
P14868,P36941
P08709,Q9H6Y7
P18510,Q13895
Q9UQK1,Q6AHZ1
O76021,Q99933
Q9UMX1,O75689
P35080,Q5SY80
Q5TGY3,Q9NWT6
P24539,O14522
P35368,Q9Y4K4
P11309,Q14697
P45973,Q13795
Q9Y6R0,Q8N122
Q8WYQ5,P32418
Q4AC94,O95210
P18848,P68871
P24043,Q93096
Q8N2H9,Q9UPR3
Q9Y6N5,Q8WVD3
Q8IZF2,P56962
Q9Y2U8,Q96DI7
O75443,O00267
Q9H5Y7,P41091
Q9NYU1,Q8NC67
Q9H0E3,O60262
P51790,P29375
