Column1,Column2
Q14241,O75448
P63027,Q8IVT5
Q6P2E9,A8MT69
P24522,Q13216
O14867,P31948
O60683,P53396
P18850,Q7Z460
O75379,Q9NY93
Q92990,O95297
Q9UJ41,Q16602
Q9BXM7,P15924
P49715,Q9Y2V3
Q13797,P19532
Q9Y3D8,P49755
P22059,Q76N89
Q9P032,Q99689
Q9UGK3,Q6ZRS2
O00233,Q6I9Y2
O95863,O75840
Q01851,P22460
Q14980,Q9H213
Q9BUX1,O95711
P46777,Q02297
P21580,P42702
Q9NUG6,Q9UPT6
P14635,P61201
O95197,Q9Y6X2
P68366,P06746
Q8NHG8,P42773
P23467,P13611
P08603,Q9H0E7
P08559,O60264
Q96CS3,Q7L0Q8
Q8WZ42,P98164
P07237,O60936
Q7RTV0,Q9BVP2
P81274,Q9NVX0
Q8WVC0,Q8IZJ6
Q9UL25,Q7L1Q6
Q00610,O00472
Q96HR8,Q9UHV9
Q12996,Q8IYD1
Q9UI14,Q4KMQ1
Q13772,O75122
Q15025,Q93045
Q9Y4X5,O14744
Q06330,P48736
P10636,Q8WTR2
O75626,Q16611
Q9Y253,P10114
P48443,Q9Y580
Q9BPX5,O95295
Q96IF1,Q9H8S9
Q99814,Q14444
Q92530,O43765
Q01664,Q16650
Q15020,Q969T4
Q969M7,Q15427
P51813,P29350
P61968,Q86UQ8
P01579,P23246
P54277,P17252
O43542,O75190
Q9Y5T5,Q15054
Q86X55,P57678
Q9Y6Y9,P09958
Q9BZV1,Q96JH7
P46531,Q8TAM2
P15927,P11802
O15524,P00451
O43896,P48059
Q9UJC3,Q8IWS0
Q9Y210,P07942
P12544,P17252
P16591,O00472
Q9HAZ1,P50553
Q99607,P35659
Q6FIF0,Q14103
Q9NQ29,Q9BTW9
Q9GZS1,P16104
P43694,P28161
P32519,P01100
O43765,P05120
Q14669,O60239
O60675,Q9ULV0
Q9H0A8,Q96LD8
Q99590,P62266
Q9ULT8,Q96C03
P06702,Q9P1A6
O95409,P42345
P62269,Q9H0C5
P55957,Q99986
Q13363,Q9H840
Q9NQH7,Q9Y4B4
Q96EU7,P54619
Q02548,P43364
Q9NV31,Q04323
P62072,Q92636
O60609,Q9UDY2
Q9NPC8,P26441
Q14807,Q92547
Q8WWR8,O75628
Q6IE81,Q08397
Q96GD4,P17861
P09471,Q7L2J0
P52701,P53350
O75293,P30989
P30520,Q6NVH7
O75771,Q8NF91
P24386,P02749
Q1KMD3,O75593
Q9UGI0,Q8TEB1
P83876,P31949
Q7Z465,P43358
O75146,O75533
Q66GS9,Q15363
Q13263,P38484
Q9UBK2,Q14C86
Q9UH92,O14832
Q92968,Q07820
Q07812,P13569
Q9H9T3,P53999
P25929,P22059
P53365,P60484
Q15628,P20338
Q9H221,P60763
Q9Y4E8,Q8N8S7
P17301,P02458
Q86Y13,A9UHW6
P01133,Q01658
P08151,Q9UGK8
Q8TEL6,P55010
Q15811,Q86VX2
Q9NPG3,P46939
Q00059,O00429
P62318,Q9BW61
Q9P0L0,O95243
P62304,P02751
O60941,P50991
P55058,O60315
O75925,P68402
Q9Y3C7,Q15366
Q13470,P68543
P11926,Q15436
Q9C0K0,Q9UBN6
P10600,O94915
P55072,Q13564
P51843,Q8WWR8
Q8TAF3,Q9UPN7
Q03468,O00401
P08631,Q12931
A5D8V6,Q9UI12
Q96EU7,Q15185
Q5T3J3,Q96CS4
P00750,P13804
Q6Q0C0,O00273
P01225,Q9GZX9
Q00005,Q5T3J3
Q9H6Q3,P62937
Q9UBN4,Q14393
Q00059,Q9BYH8
Q9Y4G8,P15941
O60711,Q13216
O75643,P61006
P41743,Q9H204
Q8TAD8,Q8IWZ6
O43660,Q5VTB9
P51114,P02787
Q05193,Q3SYG4
Q12800,Q9ULX9
Q96TC7,Q96L73
O43292,Q5HYK7
Q9NRM7,P06396
O14682,Q9UBD9
Q9Y2Z9,Q9H1K0
P55081,P26045
P02765,P14317
Q13554,Q96NW7
P16104,P18887
P01135,P02745
P30443,Q92736
P22303,Q96MF7
P42568,Q92598
Q969S3,Q9BYM8
O60609,P61163
P13224,Q92990
Q15370,O75340
P07949,P48357
Q9UM01,Q9NZ01
P30304,Q9BXL7
Q7Z6J0,Q13561
Q99567,Q9H5V7
Q712K3,P35916
P13688,P12644
Q00975,Q13573
Q9UBE8,Q86VS8
O15379,P06307
O60609,Q99801
P25800,Q9C0C4
P30307,Q66K89
O75461,Q6R327
O95785,Q9UK99
P10916,Q01844
Q8TEB1,Q92614
Q9BQB4,P49427
Q14241,Q9BYG5
P48167,Q13151
P42684,Q15428
Q9P2J3,Q9GZV5
Q9NRF9,P43351
P62829,Q9Y5B0
Q99661,O95343
O14543,Q01518
Q13416,P28336
Q00577,P61073
P41180,Q76N89
Q9P2F5,P35612
Q9Y210,P46019
Q09666,Q9H4I2
O15372,P18859
Q96EK5,Q9BW61
Q9NYY1,Q96JC9
Q9Y6W6,Q9UHW5
Q9H2G4,Q7L576
O14976,P11684
P01834,P49915
Q5T5X7,Q8NF50
Q13501,Q9BZL6
O14543,Q9Y615
Q99819,P00747
O94763,P31273
Q99743,O75509
Q29RF7,Q14558
Q8N9M5,P78504
Q8TF74,Q8TDU9
P61247,P22415
Q96MW5,Q9BYE7
Q9UJX5,Q8N3I7
Q06587,P02679
O14733,O15287
P59780,Q08379
Q8IX03,O75182
Q9BXM7,Q99819
P39086,P46531
Q9NZL9,P05129
P61077,Q9NZ01
Q8IYD1,Q13608
P63208,Q96KN7
Q9P1U1,P15382
Q9Y5X3,O43439
Q6VAB6,P47870
P42166,P59998
Q86VP1,Q15650
Q9Y2J4,P17081
P23763,Q9UHF0
Q9BVM2,Q9NRY2
P78371,Q9UIS9
Q9Y4D1,Q14242
P39086,Q12933
P10586,Q6QNY1
Q8WYA6,P16150
Q13563,O43837
P85298,Q9BTT4
P04180,Q9H6D7
Q00526,O14730
P35858,Q9H5V7
Q96QB1,Q99689
Q96EP0,P21728
O75197,Q9H0B6
P08133,P12273
Q6TFL4,P53041
Q9UHD9,Q14839
Q13635,Q969F2
Q9Y6I7,P43119
Q8TB45,P68431
P12814,P12757
P48023,Q96P70
Q08722,P01116
P23025,Q7Z412
Q96AH0,O14682
Q96EE3,Q6P4R8
O95696,P05787
Q9UPU9,Q86UQ8
Q9NX24,Q8IZT6
Q05048,Q00536
O14910,O00401
Q16718,P25815
O15143,Q8IZL8
Q8WUH2,P62829
O15399,Q14197
P23468,P17544
Q96S96,P04406
Q9Y3Y2,Q86UW9
Q9Y217,P22415
Q29983,A5D8V6
P17931,P43626
O95190,Q92843
Q69YH5,P78337
Q15404,P50747
Q9NP84,P62244
Q9H668,P00742
P21796,Q9HB90
P98164,Q9H8V3
O95475,O95816
Q13085,P10124
Q14919,Q8IXQ6
Q13797,Q05469
O75865,Q9BUL9
O00512,P41002
Q13503,Q9UM01
O15205,P04180
Q9BQF6,Q16254
P22415,Q8NEZ5
Q8WX93,P61077
P31930,P24723
P47756,Q8TF05
Q8TD46,Q96T51
A8K0Z3,O75971
Q9BWF2,O00566
P34130,Q13443
O15160,P55345
Q12824,Q8NFJ9
P20908,P02686
Q9NQX3,P51003
Q6ZUJ8,P29274
Q9UPN7,Q9NYJ8
Q15233,Q9P0U4
Q13487,O75864
P45985,Q8N3V7
Q8WWW0,Q99574
Q9Y3Y4,P84103
Q13523,O75955
Q53GS9,Q05707
O15066,Q9NYF0
P06703,Q14512
Q9H078,Q7Z4H7
O00329,Q15054
Q8WUF5,Q9BQ95
Q9NZN9,O75382
Q8IWT3,O43683
Q96A65,Q13057
Q3V5L5,P06870
Q13705,Q14469
Q13362,O75626
Q9UBQ5,Q8IW19
Q01831,Q9H869
P19022,Q9NZ52
Q13554,Q13635
P23526,P04899
Q9UHD2,P35968
Q5SWA1,Q9H4E7
P54132,P46940
P30679,Q96FX2
P24043,Q12905
A8K0Z3,Q0VG06
P00441,Q14202
Q96S52,Q14183
Q03135,P26885
Q9NTG7,P16234
Q15435,P26367
Q99504,P07951
Q8IX90,P55895
O43896,P42575
Q92786,Q9Y4D1
Q86UP2,Q99972
P42575,Q6NUQ1
O95251,Q00688
P04899,Q9GZS3
Q9HCK5,P49356
Q9HB71,P43487
Q15022,Q9UHD9
O15047,Q7L5Y6
P40425,O00148
Q99418,Q9BRQ0
Q9C0C9,P48546
Q13144,O43307
P21953,Q9Y2V7
Q9Y219,P50052
Q9NSC5,Q9NVV4
Q8WWZ3,Q9H765
Q9H2K8,O15145
O14594,Q09019
Q02410,O15524
Q92636,Q99653
P04637,P12318
Q99417,Q8IZJ6
Q71SY5,Q7Z419
Q9UHV2,Q14990
P35659,Q9UHW9
O75460,Q9UPT9
P09972,P12004
O15212,P25025
P16949,P49675
O75586,Q16186
P16662,Q9NQ25
P00488,Q96C03
Q8TB45,P46782
Q9ULJ8,Q9P0N9
P10451,Q9HAP6
P00747,P20337
P68032,P17947
Q9Y4H4,Q8IY31
P14868,Q14315
Q86Y82,P02746
Q15024,Q9UQE7
Q9NPF5,Q13114
Q9NPY3,O43597
P29371,Q9H222
Q9Y2Y1,Q9H2K8
P49336,Q13561
Q6PIL6,O00482
O75396,Q96NB3
Q15393,Q9NZD4
Q16777,P68032
Q96MT8,P62879
Q9UJV3,P61968
P13671,P18615
Q14565,Q13873
P01732,Q96KP1
P49821,Q8WV16
Q70CQ1,Q8IX07
P36873,O43426
O43488,P35249
Q9NVA2,Q9C004
Q9H074,O43187
P01303,Q9UKT7
Q15637,Q13224
P20719,P08133
Q14512,P31321
Q01851,O43278
P48443,Q9UMX1
P24855,Q99933
P22314,Q96P48
Q5TGY3,Q9Y2W2
P68543,P22692
P50591,P48145
P16591,Q13163
P23297,Q9GZN8
Q6PKG0,P31947
Q93063,Q13487
O95714,Q9NQS7
Q13895,Q7KZF4
Q6FI81,P26927
Q5MIZ7,O43402
Q9UI47,Q9NZL6
Q9P253,Q8WYP5
Q09013,P41161
Q9UNE0,O14492
Q9NW38,P13489
Q15365,Q9H765
P04275,O75969
O60516,Q9NRI5
Q3ZCQ8,P31749
Q9H9F9,P02751
Q8IVI9,Q7KZI7
Q14116,P17535
Q15545,P61981
Q9UQL6,Q9NZN5
O60664,Q9UGJ0
Q9H6R4,Q9UBD5
P30531,Q7L804
P30304,Q9P2G9
Q9BUL9,Q969M3
P24386,P68366
Q86SE9,Q15334
P42226,Q9Y5Q9
Q01130,Q9UJW9
Q5JSH3,P49069
Q9C0C2,Q8N448
P20963,Q15036
Q9UQR1,Q14106
Q9UM73,Q53T94
Q9UI14,P23560
Q05682,Q9BWN1
O43432,Q8N5Z5
O15530,Q9ULW0
O95786,Q92643
O94776,P17948
Q9HD67,Q8WTS6
Q15648,O75533
P51148,P16444
P08238,Q9UI08
Q02818,Q9H832
Q96QK1,P01111
Q9Y297,Q13371
Q68EM7,P60510
O95365,O60729
O95602,P13611
P55084,Q08AM6
P35579,P24588
Q14183,Q8NI22
Q5H9R7,Q96JB2
O14965,Q13503
P35638,P52306
Q9BPW8,P48681
Q00534,P25445
Q8WVM8,P62917
P78371,O60934
P35398,Q9NVU0
P35243,O75815
Q8TAE8,P29373
P62873,Q8N8A2
Q14254,Q9UKJ3
P55347,Q13535
P31997,Q9NPF4
P51693,O14733
Q9P2X0,Q15121
Q9UJY5,Q06547
P78362,P49915
Q2NKJ3,Q9Y5Q8
Q6NVH7,P04066
Q9BWW4,P78536
P37108,P49589
P20073,Q7Z4H7
P62072,P01374
Q96L73,Q96CG3
Q96G21,Q13099
Q8IXQ6,O15553
Q9HBM1,P07550
Q99469,Q9HCG8
P11926,Q13241
Q13769,P31942
P49321,O75410
P30291,Q86Z02
Q7Z5K2,Q14676
P30281,P62714
Q8WU90,Q9NWF9
Q9Y4X5,P16150
Q6X4U4,Q14019
P46976,P56279
Q9BY77,Q15365
P32314,Q9H3P2
Q13889,P49840
P13671,Q9NQH7
Q13107,Q9Y2L1
O75112,P40189
Q96HS1,O43896
Q13404,Q99469
Q7Z3Z4,Q08378
P17301,Q15700
O75431,Q9H9E1
Q16695,Q92625
P10301,Q99489
Q9Y2J2,Q9P013
P12235,P16949
Q8N122,P17612
Q9BYG4,Q9P086
Q9Y6W3,P16860
P23258,P00167
Q92519,Q9BZE4
P20265,P15407
Q7Z6E9,Q99615
Q9UHL9,O95400
Q08397,Q29RF7
P00918,O95347
P24043,P50542
P19429,Q7KZF4
O43889,Q9BU64
O15446,O00214
O94941,Q15650
P01034,Q15327
O00268,Q96QC0
P49418,P51572
Q8N9M5,P11387
Q9P2R6,Q93074
O43513,Q7KZF4
P40429,P05181
Q6UY14,P42224
P61978,Q0VG06
P29373,Q6N021
P10828,Q13424
O95149,Q9H081
Q9Y2T3,P57737
Q8N1L9,Q9GZZ9
Q9NQ29,P36405
O15318,Q96DY7
P35869,Q9Y6W3
P13612,Q8IWZ6
Q9H4M3,Q9Y5X1
P08238,Q01538
Q7KZI7,P04626
Q8N122,Q9Y219
Q9H175,Q13416
P20333,P61812
O15553,P21731
O14929,O15031
Q13619,O43541
Q96IY1,P43320
Q16539,O94782
Q8N488,Q8NB16
P51817,Q07820
Q969Q1,Q8WW01
Q14722,Q6ZMQ8
P11047,P09874
P20783,P15170
Q96EV8,Q9NVF7
Q12913,Q99075
O75326,Q9P2N7
P05388,P28702
P50613,Q96PN7
P02730,Q8IWZ3
O75469,P49721
Q9NR21,O75081
Q99972,O95863
Q13868,P60228
Q9UGN5,P39748
Q9UBQ5,Q8WTW3
Q719I0,P23471
P62308,Q9UI14
Q99750,Q86V97
P42772,P14859
Q9UMF0,P36871
O60678,P22681
Q14807,Q99594
Q13371,Q9GZL7
P20226,Q92499
Q9NWB6,P46020
Q8NHY5,Q13889
O43719,Q8NCE0
Q6UB99,P40189
P20929,P04792
P62266,Q12933
Q02363,P18858
Q13541,Q6NUQ1
Q86YB8,P04066
Q92541,Q93062
Q92556,P33032
Q14241,Q02224
Q9BWU1,Q06546
Q9Y6N7,Q96B97
Q9Y6X3,P78536
Q00872,Q9Y294
P41145,P43628
Q12959,Q7Z3B3
P21246,P09681
P55198,Q6UWE0
P18847,O43665
O60488,Q92913
O60256,O75381
Q9H2C0,Q99689
Q16595,P62195
Q9NS69,P61758
P12081,O95816
Q9NQT8,P56159
Q8TCG1,Q07666
P62191,Q13200
Q06413,Q15370
Q495M9,P51884
P62306,P02549
Q8IXH7,Q99497
Q9Y2K6,Q15696
P26358,P15923
P60033,O15259
Q8WUM0,Q9Y2Y0
Q01196,P10826
Q15334,P04004
Q13188,Q14232
P0C1Z6,P12755
Q9Y572,P20908
Q9H0C5,P25208
Q9Y271,P78364
P00748,Q6FI81
Q9H4B4,Q9NVD7
Q13867,Q9BUH8
Q8WUP2,P26641
O43395,Q9H6U6
P49639,Q9UEW8
Q9NVU0,O15520
O15511,P17813
P35237,Q9Y2M5
Q9UHC6,Q9ULZ2
P19793,Q9NR50
Q08AM6,Q16513
O75955,Q9H222
Q6IBW4,P26640
Q9UQQ2,P23297
P35228,P07585
Q5T7V8,O43516
Q9Y6Q6,P53355
Q9HB89,Q14106
Q99741,Q9Y508
Q9Y263,Q06418
P46013,Q92572
Q8TEC5,P61026
Q9UBL3,Q16082
Q8N3L3,P63218
Q504Q3,Q9NS00
P01889,Q5JR59
O60825,P18858
Q9HCU8,O95696
P61088,P05771
O43482,Q92890
Q96L50,O94979
P35670,O60256
P20618,Q9UBQ0
O75818,P57739
P32243,Q9Y266
Q9H9A7,Q92995
Q8IYD8,P02768
P12544,P30520
Q13595,O43927
Q8TDN4,Q9NYF0
Q96KJ9,Q8TD16
Q16204,Q07352
P08572,Q8IUH3
P36542,Q9P104
Q9Y3T9,P21580
P21333,P10145
Q9NZQ3,O95257
P01903,O75179
P51946,Q96JC9
P48643,Q6P2E9
Q8WTW3,Q08117
O15230,Q14938
Q6NZY4,P37023
P02538,P46459
O15492,Q9UHD9
Q96FX7,Q7L8J4
Q9UHV2,P40926
Q00005,Q15014
O43747,Q9Y5X3
Q9H0E2,Q86YM7
P41146,Q86X83
Q06190,Q7KZF4
Q71U36,P26715
Q9Y5S2,Q7Z3K3
P29474,P07333
Q8NHM5,Q9P246
Q7L5D6,P13639
Q7Z406,P30511
Q9BRD0,P56945
Q9H0A8,P22087
Q15386,P05187
Q9BVI0,Q99549
Q9BRG1,Q7Z6J0
Q9UQL6,Q13586
P17987,Q9NQ66
Q15436,Q9BRK4
P52799,Q01831
P35916,Q8IY31
Q9UQB3,O95487
Q8TAD8,Q9Y6G5
P16885,Q01094
Q9P0U4,Q5JSH3
Q9Y570,P11047
Q92900,O43508
Q9NXX6,Q14004
Q13057,O14578
Q9H175,P62701
Q9BZL6,Q9P287
Q13061,P16471
Q6UXN9,P31371
Q9UQB3,Q9UP83
Q9H410,Q9UQR0
P52333,P41217
P10721,Q9NQC3
P46940,Q05209
P02458,Q99835
P04080,O14807
P55058,Q9NPC8
Q8WWR8,Q96RJ3
O00311,Q12840
Q8N5I2,P45984
Q99986,Q9UGI8
Q92934,P19174
O94782,Q9Y679
Q8IWS0,Q7Z2E3
P15018,P02489
Q9UL03,P40763
O75323,Q15836
Q9BUH8,P20226
P19474,Q15054
Q9Y5S2,P37173
Q9NRZ9,P20273
P35240,O95801
Q14135,Q9H6Z9
Q9Y535,Q9H7L9
Q9Y6N7,Q9BYH8
Q13469,Q12874
Q03181,P55273
Q9UBW8,Q06190
O00482,Q92878
Q8NBT2,Q9BPX3
Q01105,P62249
Q8N531,Q5VV67
Q9NXR1,O75376
Q8IX90,P32302
O95232,P35670
Q7L2H7,Q9UKJ3
Q9Y3E7,Q92900
P12259,Q9Y605
P52333,Q9UNN5
Q9BSB4,Q9NQX5
P26678,P24723
P30989,Q13153
Q76N89,Q15569
P22694,P11473
Q9NVR7,Q8N4C6
P32969,P63000
P55735,Q13614
P42338,P18077
Q8TEP8,Q96EF6
Q99828,O95365
P48444,Q8N531
O15264,Q9UDY2
Q86YR5,Q9UNH7
Q9BW11,Q70CQ1
Q8NFZ5,Q7Z5K2
Q15811,P05106
P07998,O75175
O00264,Q8IVH8
Q9UQ16,Q6UY14
P98172,Q8TCT9
Q9P2S5,O75154
Q92854,Q13416
P43119,Q8IYM1
Q15645,P51843
P18074,P09326
P45985,Q9H3U1
Q99717,Q8IX90
O15503,O75444
O15162,O14786
Q9P1U1,Q7RTP6
O95297,Q5RKV6
P07992,Q15650
P16885,P36507
Q8N684,Q8IVT5
O43426,P15813
P05556,P12268
P46060,Q9H0B6
P19256,Q13191
P68366,Q9ULT6
O95630,P20823
Q9GZV8,Q96C03
Q9UQL6,Q92481
P55795,Q9NW38
Q8WX93,Q68D85
Q15545,Q96HY6
O60756,Q6IPU0
Q13253,Q12967
Q01851,O43586
Q9Y376,Q16082
Q9ULT8,Q969Q1
P46736,O00571
O60934,P10606
Q6VAB6,Q15768
P16591,Q96MT8
P39687,O43837
Q07002,Q6PCD5
P61626,Q9UI36
Q04912,Q53GL0
P63279,Q15628
Q15582,P61204
Q06547,Q96BK5
Q92575,Q96CG3
P99999,Q9H2G4
Q8WXH0,Q92785
Q08881,Q8WWW8
Q9UHD2,Q08345
Q96PU4,Q13444
P57740,P23771
Q9BU61,Q13588
P55273,O75410
P04141,Q9UBK2
Q6P1J9,Q6ZRS2
P30460,P08514
P37198,Q07157
P51813,Q14242
P09603,Q6IA86
P19086,Q15554
P11532,Q8NBP7
P06239,Q16611
O60907,P43034
P62136,Q86YC2
O95801,P61247
Q9NY93,Q8NHG7
Q99638,O00206
Q9Y5X1,Q14691
P56817,Q14457
P20908,Q9H0W8
P43026,P11912
Q9NQX3,P58062
Q8TEX9,Q9UHV8
O43924,Q9BZE4
Q96BI3,P18754
Q15173,Q5QJE6
P55210,Q9UM54
P52701,Q8TEY7
O95573,Q9HCN4
O75955,P32314
Q9NQX5,O15145
Q4AC94,Q9ULV0
Q13547,Q16539
Q8N3P4,Q9H6R4
P62244,P27986
O75533,P41220
P10244,Q9UMD9
A0AVT1,P31152
P10646,P15502
O75593,Q9UL63
O95816,P21980
P80217,Q9H6T3
P22415,Q9H3S7
O15061,P10301
Q9NRA1,Q13112
Q13085,Q9NRM7
P15927,P56279
P26022,P06493
P23945,P30679
P10827,Q7Z4H7
Q03701,Q16650
Q9NRZ9,Q9HD47
Q9NRI5,Q01968
P18850,P23327
Q9UJX5,P24522
Q13402,Q9UDY8
Q00597,P26447
Q92574,Q969N2
P0C1Z6,P36957
P51957,Q9BXL5
Q13490,O75676
Q8NB91,Q9UKF6
O95835,Q15459
P50995,O75817
O75469,Q12906
P35638,Q9H1K1
Q01081,P01019
Q9UBN6,Q9HAQ2
O60675,P50613
P61006,Q15036
Q9NZI2,P35611
P42701,O15066
Q9H4E5,Q15628
P51587,Q7LG56
Q8TB52,Q12996
P52597,P56589
O43278,Q8IXQ6
Q14315,Q9NXF1
Q8IUR0,Q9HCU8
P26447,Q9BQF6
Q86WB0,P62841
P12271,Q99835
P16615,P22830
Q14CW9,P35354
O14786,Q8WVY7
Q9UL42,O95219
Q8WW38,Q9UKV0
Q9NRW1,Q05193
Q9UBF8,Q9H0W8
Q5H9R7,Q13105
Q01167,P57796
P20908,O75317
P22736,Q13571
P21781,O75376
Q14012,Q13190
O75170,P04229
Q15435,Q99574
P55060,Q9Y618
P78556,Q9UDY2
P16112,Q92968
Q96SZ6,P04049
P09913,P32121
P05231,Q14247
Q9NZV8,P35250
P40306,Q9H1D0
P48058,Q14344
O14796,P20265
P05386,P63261
P12956,Q5T1R4
P56645,Q96FF9
P78504,O15020
P13987,P60891
O94842,Q05639
Q93045,Q99819
P11712,P12318
Q08211,P08833
Q9UM01,Q96CA5
P35249,Q96QG7
O15455,P43630
Q66LE6,O00198
Q8NHY5,P48039
P49760,P35244
Q14865,P05412
O00192,O75626
O15350,P46736
O95704,P26640
Q96PK6,Q13287
Q86UR5,O95271
P51168,P08648
Q9BQ66,Q16586
P32780,P60709
O00339,O15530
P03973,P42575
P62306,P56817
P40763,Q9BTE3
Q9NUX5,Q9UI10
Q9NNW7,Q13002
P04141,P61626
O15018,Q12972
Q9NZL4,O75396
P36941,Q16512
P13051,O75494
P09497,P29374
Q9NZC7,Q13651
Q13241,Q02241
P61254,P08574
Q9NR46,P31994
Q9NV44,P29590
P14635,Q07812
P56159,Q9UQ16
Q96B02,Q9UKT7
O94973,Q8N3I7
Q13009,Q13439
P78347,P24941
Q53GL0,O75396
Q9UBE8,P78536
Q13439,Q6IAA8
P61201,P30101
Q6FI81,P19105
Q9UNE7,Q99698
P43405,P18859
Q9NRG0,Q9NRA1
Q16829,Q8WZ74
P61769,P29466
P51172,Q9BTP7
Q9GZU7,O14798
P46821,O60486
P01588,Q9H6Q3
Q7L804,P29375
O60729,Q92622
Q7Z6Z7,O43307
O15455,Q92837
P48382,Q15413
Q6PJG6,P54253
Q12852,P80098
P22736,Q8NI36
Q9UI95,O14727
Q12996,P27986
P18075,Q13156
Q9NP98,Q3ZCQ8
P20138,Q9H0U4
Q8TEX9,P55010
Q14257,P62068
O60762,P08047
P98077,Q9Y3C7
Q8TAP6,P57739
Q13118,P07948
Q969N2,P19474
P22570,P17600
O43379,Q9NZL4
P25205,O00330
Q6S5L8,Q02447
Q9HB19,Q13233
Q8IUH5,Q8WV41
Q99704,O14980
Q8IUC6,Q33E94
P28062,P00750
Q9H074,Q8WZ74
Q15404,P07333
P03956,O15503
O15527,P49910
P29460,Q13043
P20073,O14745
Q13620,Q15118
Q14494,Q8IUH5
P83916,Q99075
P07998,O95999
P14927,Q13571
Q9Y294,P02649
Q49AN0,Q12923
O95219,Q15370
Q96RK4,P05107
P29374,Q96DB2
Q14202,Q969M7
Q52LR7,P50395
Q13190,Q9NRG4
Q9UGK3,Q08334
P06400,Q6I9Y2
Q13263,Q07812
O75381,Q92793
Q9UBN7,O00443
O95704,P62875
O00300,Q86US8
O14786,O95782
Q9UKL0,Q8WZ74
Q9BXL7,P06702
Q6P4Q7,Q04771
Q9UP52,O60563
P13056,Q7L1Q6
P28799,Q9UKK3
Q13505,Q8NEZ5
P51114,Q15653
P18754,O15205
O15287,P09936
O43524,P54257
Q04206,Q9UMX2
Q96FF9,Q9Y2L9
O60675,P13667
Q5VSY0,Q9H2F5
Q9UBK9,P09132
O95295,Q9Y4H2
P17096,P20290
Q9XRX5,Q9H7L9
P63010,Q9H0Y0
Q9HAT8,Q9NYF0
P21817,Q12959
P22303,Q8TCU5
P37198,Q7Z6A9
P62829,Q13671
Q13618,Q96L14
Q96IV0,Q96QT6
Q9Y2L9,Q6IN85
Q9NR30,Q9UKT5
P35247,Q8IWT3
Q99469,P18428
P61160,Q96AH0
Q15506,Q71DI3
O43765,Q14112
O75312,P16070
Q92622,P40429
Q8NDV3,Q8N6T3
Q8N196,Q9NV58
Q9GZY6,Q93038
Q15025,Q8WU20
Q9BWC9,Q96PU8
O14832,O95863
P27540,P12004
P45880,P08922
Q14565,O75150
O75489,Q14974
P04183,Q8IXW5
Q495M9,P19419
P00441,Q9NRZ9
P41743,Q99819
Q99759,Q9NYP9
Q99469,P01011
Q15833,Q02413
P46782,P13688
Q86VP1,Q13443
P27487,P01138
Q96RS0,P14653
Q5VTB9,P25788
P29083,P47804
Q9Y4X5,O15020
P49207,Q8N7H5
O60671,Q9NWB6
P27348,O15162
Q9H7Z6,Q13277
Q8NA54,O14936
Q96RR4,Q68EM7
O95218,O75496
Q9UPW8,Q13422
P12277,Q07666
P09382,P62753
Q6ZUJ8,P63218
P15502,P04271
P05160,Q15008
P21453,Q13617
P35250,Q07889
P55273,O00257
Q99959,Q6UN15
P18206,Q15078
P55884,Q9NY33
P60866,Q15428
Q96MH2,Q06323
P84095,P10275
Q8IU81,Q9Y3Y2
P31314,Q9BPW8
Q9UBK9,Q9Y587
Q9ULC4,Q9H422
Q8NEV8,P20827
P27694,P53611
Q96IF1,P02654
O95831,Q7L591
P05113,P55789
Q7Z6Z7,Q96RU2
Q9Y5J9,Q969R5
Q9Y5U5,Q99614
Q01538,P29376
Q96DI7,Q08378
Q9H9C1,Q4VCS5
Q06609,O95630
Q9BVC3,P51946
Q86WV1,Q13541
Q9P1A6,P47224
O43670,P52564
P10721,Q13151
O15068,P54578
P62195,Q9UPN7
Q9P287,Q9H2D6
O95631,O75410
Q9Y2H1,Q07955
Q9UH77,P48436
Q8IWZ3,Q9Y297
Q9NV92,Q14257
P49750,P63241
Q99615,P01034
Q8IWZ3,P02679
Q9BXL8,P31371
Q9BUG6,Q86YV9
Q07817,O60927
Q9H0W5,Q92574
P04792,P24539
P25788,Q15427
P21579,Q15046
Q6P1N0,Q92797
O15066,Q02078
Q9UK53,Q8NEV8
P20700,Q70CQ1
Q9UIU6,P28799
Q9HBE1,Q9H469
P49674,Q6PI26
Q6VVB1,Q68CZ2
Q8TEK3,P49763
O14908,P35080
Q9UHL9,P69905
Q9UI95,Q9BQ15
P18054,Q9Y266
Q13227,Q9BWC9
P23193,P02751
P47900,P11912
O76003,P08962
Q8TBC3,P10827
P19237,Q9Y283
P02647,P61604
P26599,Q12769
Q15054,O14618
O15287,P08311
Q14684,Q99612
P51608,Q99704
P56556,Q06587
P36575,Q8IYM1
Q13422,P20645
P56589,Q86Y91
Q16637,Q9NV31
P08700,Q9NP64
O75351,O15397
Q96RU3,Q9UER7
O14640,P28676
P09874,Q6MZQ0
Q02223,Q9UHQ1
Q08945,P84022
Q15465,Q06643
O60869,P51148
P0CG13,P49682
Q9NXX6,Q9H0H5
Q8TDN4,Q92538
Q9UGI9,Q14573
Q08AM6,Q8N108
Q15256,O00329
Q8N448,Q6NZY7
Q96QV1,Q9HD67
O43747,Q13042
P13051,Q9NYG5
Q96EK5,P68133
Q9H9H4,P24592
Q9Y314,Q96LK0
P78362,Q8WXH0
P45379,Q9Y468
Q9UH99,Q9NSE2
